date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
4/15/2021,de,82,625718,20IvMlpi4U5RuDnAlXSRiV,['Haftbefehl'],['german hip hop'],198746,FALSE,Crackküche
1/31/2019,jp,171,50896,0V1K6MU0utODk4yNqZKsFv,['Suchmos'],"['japanese r&b', 'j-rock', 'japanese soul', 'japanese alternative rock', 'j-pop']",408320,FALSE,WATER
11/15/2018,tr,59,185439,4qzZm5EIdFurBpDieEmVc9,['Nilipek.'],"['turkish singer-songwriter', 'turkish rock']",257142,FALSE,Gözleri Aşka Gülen
2/2/2023,co,98,233388,6vNhBzDn5yU2fu67YliSgw,"['Kalido', 'Totoy El Frio', 'HIT$ MUSIC']","['reggaeton colombiano', 'urbano latino']",161653,TRUE,Opciones
2/23/2017,hu,184,5389,1vWrdDoVve3adC23brWRke,"['Totova & Freddie Shuman', 'Begi Lotfi']",[],185806,FALSE,Hosszú Idők
11/16/2014,hk,148,4645,0N8PEQ33Ba841py3SEV0Wp,['Jay Chou'],"['taiwan pop', 'zhongguo feng', 'mandopop', 'c-pop']",280720,FALSE,愛你沒差
4/30/2015,fi,79,46227,6BIfloI765jfr51Se2xSdw,['SANNI'],"['finnish dance pop', 'finnish hip hop', 'finnish pop']",175720,FALSE,Soita mua (S&M)
12/3/2015,de,43,444549,5m4y68zsFwsix7ng4cLB1j,['Alligatoah'],['german pop'],238933,FALSE,Teamgeist
3/3/2022,eg,2,214039,5NcTOxzo2WE20tFdtUhbAM,['Marwan Pablo'],"['egyptian trap', 'egyptian hip hop']",156501,FALSE,BARBARY
11/3/2016,de,186,169363,3UPXsxC1h5bPuXhBMAcWo7,['DAT ADAM'],"['german cloud rap', 'deep german hip hop']",168573,FALSE,NEXTLEVELSHIT
2/23/2017,dk,125,76416,278flqoZwDROtHCn2KVBbq,['Suspekt'],"['danish pop', 'danish hip hop']",323186,TRUE,Pilgrim
4/28/2016,sg,157,18700,0YgvF6fNWydNGzCY3pzK4Y,['JJ Lin'],"['mandopop', 'singaporean mandopop', 'singaporean pop']",265000,FALSE,江南
9/7/2014,global,44,2858282,7GMeRGZax4uDKgz6wALWQw,['Maroon 5'],['pop'],239920,FALSE,It Was Always You
5/23/2019,br,168,514860,4jGzR5Vri06Y5T9SxM7m5P,"['Xand Avião', 'Gusttavo Lima']","['arrocha', 'funk carioca', 'forro de favela', 'sertanejo', 'sertanejo universitario']",231680,FALSE,Algo Mais (Amante) - Ao Vivo
9/30/2021,il,17,115655,3p8VuChjDae8lY7fx91Esy,['Ravid Plotnik'],"['israeli trap', 'israeli hip hop']",275688,FALSE,גולם
11/3/2022,in,191,738321,39lwTKgwElmhkUlppFH8AR,"['Imdad Hussain', 'RDRKSH', 'Deep Joshi']",['indian lo-fi'],52974,FALSE,Khudaya Khair
10/20/2013,gb,31,130559,6hEpJtKf1YDaIqRdjNCPFW,['John Newman'],['dance pop'],222218,FALSE,Cheating
5/14/2020,ca,163,220435,6xWqaVbmZJqEbUpFlIGiHK,['NAV'],"['trap', 'rap', 'hip hop', 'canadian trap', 'melodic rap', 'canadian hip hop', 'toronto rap']",134621,TRUE,Brown Boy
11/25/2021,nl,93,285353,7BvfnAXIk7LBrUvbSRXhjR,['Hef'],['dutch hip hop'],148053,FALSE,S.K.E.E.R.
10/8/2020,sk,19,53786,6tuyca2iIhPrORZkTOQNrZ,['Ego'],['czsk hip hop'],205293,FALSE,Milenky
10/15/2020,za,164,15965,2jZQxvy1T9iWl5u4Id53tp,"['Nomcebo Zikode', 'Bongo Beats']","['south african pop', 'afro soul']",246729,FALSE,Bayabuza
4/28/2022,it,116,404677,0LMKvOt3vDHYj5XGiOMDdZ,"['Fred De Palma', 'Emis Killa', 'Omar Montes', 'JVLI']","['italian pop', 'italian hip hop', 'flamenco urbano', 'urbano espanol']",153964,FALSE,"TUTTO QUELLO CHE HO (feat. Emis Killa, Omar Montes, JVLI)"
7/4/2019,br,135,608971,4NLfKIsRhP1cve1kcrYg40,['Gusttavo Lima'],"['sertanejo', 'sertanejo universitario', 'arrocha']",164053,FALSE,Online
2/15/2018,us,137,1671850,2Bv0MbaqYx2IrQa7Z6xBT0,['Rae Sremmurd'],"['mississippi hip hop', 'pop rap', 'trap', 'hip hop', 'southern hip hop', 'melodic rap', 'rap']",232862,TRUE,T'd Up
8/25/2016,se,187,97280,2NUlvZqTgkLl3YsWVMZ7vA,"['Grillat & Grändy', 'Mwuana', 'Sikai', 'Linda Pira', 'Jaqe', 'Ikhana']","['swedish trap', 'swedish trap pop', 'scandinavian r&b', 'swedish hip hop', 'swedish pop', 'swedish dancehall']",266802,FALSE,Kaliber - Remix
8/18/2016,de,128,191341,1QAvz1VWNFbZeRWSCFyew2,"['Coup', 'Haftbefehl', 'XATAR']","['kurdish hip hop', 'german underground rap', 'german hip hop', 'hamburg hip hop']",199853,FALSE,Kanack
11/5/2020,gr,189,17869,5RsAjYLZdkknFgke7Hv452,"['Bossikan', 'Mef', 'TSE']","['greek drill', 'greek trap']",218536,TRUE,Xionanthropos
1/16/2020,ca,177,236646,2wBB2KKqtuK1fcxAiqbCSZ,"['Carnage', 'Tyga', 'OHGEESY', 'Takeoff']","['trap', 'hip hop', 'rap', 'atl hip hop', 'dance pop', 'cali rap', 'southern hip hop', 'pop rap']",217282,TRUE,Hella Neck
11/1/2018,fi,174,47235,0P1lIvhkh6vBW4c5dqzuiC,['Leo Stillman'],"['finnish dance pop', 'finnish pop']",224480,FALSE,Pieni laulu - Anna laulu lahjaksi
11/12/2020,nl,194,173037,01AHLmTHZb7MbkxG6X1UjK,['Idaly'],"['dutch pop', 'dutch hip hop', 'dutch rap pop']",152060,TRUE,Zonder Jou
3/9/2023,pl,78,328111,6ins5at6n9LlWkOKvTGLBl,['Kronkel Dom'],['polish hip hop'],179548,TRUE,Guten Tag
1/23/2020,ro,184,14109,0cNxKglSkBx1cJb2PAB21a,['Delia'],"['classic romanian pop', 'romanian pop']",181355,FALSE,Aruncă-Mă
12/19/2019,nl,6,1252049,5srlU62BkGl2VxfuuEgOYi,"['Boef', 'Chivv']","['dutch rap pop', 'dutch hip hop']",162644,FALSE,Kofferbak
12/28/2017,pl,137,65069,47ShOa6IM06ff7SnK6crab,['Krzysztof Kiljański'],[],215813,FALSE,Od Świąt Do Świąt
11/15/2018,co,189,40619,49dwc91esnpPYpVNPS01bX,['Yeison Jimenez'],"['musica popular colombiana', 'colombian pop']",190193,FALSE,Aventurero
8/11/2022,de,195,389628,25P7sBSswuS5d3QcnpBTiH,['JEREMIAS'],[],190483,FALSE,FIN (prod. by Roosevelt)
9/14/2017,nl,166,147497,2727HLkoqfBJACwCTl4F21,"['Latifah', 'Chivv']","['dutch pop', 'dutch hip hop', 'dutch rap pop']",157769,FALSE,Twijfels
7/6/2017,fr,146,172458,3KuzFFXQsjmSe5M5FeHQiM,"['Jul', 'Ger']","['francoton', 'rap marseille']",210360,TRUE,Quand on est pas là
4/7/2022,ru,195,94212,1SVE1tSjrOiWlxwElO6RAQ,['GONE.Fludd'],"['russian trap', 'russian hip hop']",167958,TRUE,ДРИПСЭТ (PROD. BY LEEZEY)
9/29/2013,global,3,6816696,0nrRP2bk19rLc0orkWPQk2,['Avicii'],"['pop rap', 'pop', 'pop dance', 'dance pop', 'edm']",247426,FALSE,Wake Me Up
8/30/2018,at,198,22030,68TYYmk6520QRMQtZk9rGa,['Shlump'],['experimental bass'],179120,FALSE,Authentic
1/2/2020,il,18,56966,44pKbfoyixQSaiiJde9i1F,"['Omer Adam', 'Netta']","['eurovision', 'israeli pop', 'israeli mediterranean', 'mizrahi']",175923,FALSE,BEG
5/16/2019,us,93,2258424,5duCElafuovM4ZSmkQL4hn,"['Mustard', 'Quavo', 'YG', 'Meek Mill']","['pop rap', 'cali rap', 'atl hip hop', 'gangster rap', 'trap', 'hip hop', 'philly rap', 'southern hip hop', 'melodic rap', 'rap', 'pop']",179387,TRUE,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)"
12/30/2021,kr,103,15046,1OQ3PoRZRtE7RH0NIh3p1O,['10cm'],"['k-pop', 'korean pop', 'k-indie']",237266,FALSE,Drawer
10/7/2021,gb,188,342800,3ARhN1R7vBVTEtN7ldAZvn,"['Mahalia', 'AJ Tracey']","['grime', 'pop', 'uk pop', 'indie anthem-folk', 'r&b', 'alternative r&b', 'neo soul', 'uk hip hop', 'ukg revival', 'uk contemporary r&b']",206988,FALSE,Roadside (feat. AJ Tracey)
5/18/2017,dk,6,535356,184HI8TB2GGFMkgOQvVwYW,"['Sleiman', 'Carmon', 'Fouli']","['danish pop', 'danish hip hop']",205320,TRUE,Camouflage (feat. Carmon & Fouli)
3/15/2018,br,33,1242387,01TYBVirOZoaY5Uw2kLGwp,"['Marília Mendonça', 'Maiara & Maraisa']","['sertanejo', 'sertanejo universitario', 'arrocha', 'sertanejo pop']",176721,FALSE,A Culpa É Dele
3/15/2018,th,127,12200,38YdyNPdurcFGbMDuYxDxi,['iKON'],"['k-pop boy group', 'k-pop']",197213,FALSE,Rubber Band
12/22/2022,sk,152,21705,3CZfg76IePfn8u0qU6mMkq,"['Radikal Chef', 'TERA']",['czsk hip hop'],213000,FALSE,50 Odtieňov Fialovej
10/31/2019,global,111,6381702,37zdqI4r1gswIzczSBkRon,"['Lunay', 'Ozuna', 'Anuel AA']","['reggaeton', 'latin hip hop', 'puerto rican pop', 'trap boricua', 'latin pop', 'reggaeton flow', 'trap latino']",217129,FALSE,Aventura
4/23/2020,za,110,15642,19wESWiapL541WMMq3iK8y,"['dvsn', 'Ty Dolla $ign', 'Buju Banton']","['dancehall', 'urban contemporary', 'hip hop', 'canadian contemporary r&b', 'reggae', 'pop r&b', 'r&b', 'pop', 'dance pop', 'trap', 'modern reggae', 'old school dancehall', 'roots reggae', 'lovers rock', 'reggae fusion', 'trap soul', 'southern hip hop', 'pop rap']",246045,TRUE,Dangerous City (feat. Buju Banton)
9/22/2016,se,183,109129,0DskSLv9ocz7KsJlqUSCGw,['Mavrick'],['deep pop edm'],232760,FALSE,The Weight
9/5/2019,ni,93,8803,5rzCXveppFI64leaMYF4mD,['Joseph Murray'],[],423444,FALSE,Moon for Love
8/26/2021,us,162,1589117,2wOnrN7fkzV4NsLqym2C6O,"['Rod Wave', 'Lil Durk']","['drill', 'trap', 'hip hop', 'chicago rap', 'chicago drill', 'florida rap', 'rap']",212063,TRUE,Already Won (feat. Lil Durk)
8/15/2019,tw,190,32166,2APnre2ZWZqyANx1Ea1oOc,"['AI', '頑童Mj116']","['taiwan hip hop', 'j-pop', 'taiwan pop', 'mandopop']",276040,FALSE,You Never Know
6/11/2015,tw,289,1533,2SWkhjafGkSfu4ZNZ33yJ9,['Jolin Tsai'],"['taiwan pop', 'mandopop']",215293,FALSE,Ma De Li Bu Si Yi
8/13/2015,ph,198,37655,1E7j50NEXaJFYGiVfZizWO,['Vice Ganda'],['opm'],186540,FALSE,Wag Kang Pabebe
1/18/2015,it,195,22788,1E25gpXhSUtJcROXisSUmR,['Ligabue'],"['italian pop rock', 'italian adult pop']",273699,FALSE,Sono sempre i sogni a dare forma al mondo
2/2/2023,za,28,142583,3OuesxEnkPTU0U0ZebjTpo,['Sjava'],"['afro soul', 'south african pop']",270823,FALSE,Dudlu
10/21/2021,br,118,953028,2gkKA2pRAsMzbiGPo9gxsc,"['Clayton & Romário', 'Jorge & Mateus']","['sertanejo universitario', 'sertanejo', 'arrocha', 'sertanejo pop']",188951,FALSE,Água Nos Zói - Ao Vivo
10/6/2022,nl,22,654276,2WUM8tSJ9gTyi3ZljDscFg,"['Djaga Djaga', 'JoeyAK']","['dutch hip hop', 'dutch rap pop']",210098,TRUE,ABC
10/15/2020,is,3,50493,1JErDzdamBvSZQr7xaDToq,['BRÍET'],"['icelandic pop', 'icelandic singer-songwriter']",261049,FALSE,Sólblóm
11/11/2021,us,59,2382006,1De7cOMrdUnVpjWBaowMg4,"['Summer Walker', 'JT', 'City Girls']","['dance pop', 'trap queen', 'scam rap', 'r&b', 'rap', 'pop']",225502,TRUE,Ex For A Reason (with JT from City Girls)
9/19/2019,fr,185,275193,5WzgYEfub2pFJAAZfrOult,['The Faim'],"['australian alternative rock', 'modern alternative rock']",181216,FALSE,Summer Is a Curse
5/27/2021,sa,148,16705,3Ngmwqv8rqOjWR8ktSGM7i,"['Fahed Bin Fasla', 'فالح بن فصلا']","['khaliji', 'sheilat']",261040,FALSE,أنتي أكبر
9/2/2021,sa,128,16932,6VgXbdABd6Jn93tT5OQo6L,['عبدالله ال فروان'],[],260062,FALSE,جابك الطاري
4/7/2022,mx,155,886371,4vyg50FAJjpCQEwmJMxlv1,['Matisse'],"['latin pop', 'mexican pop', 'latin arena pop']",226776,FALSE,Un Nuevo Amor
3/31/2022,fi,157,40219,774tMmxHPUdEOVJgr9rXGU,['Annika Eklund'],"['classic iskelma', 'iskelma', 'finnish pop', 'classic finnish pop']",183226,FALSE,Shanghain valot
6/16/2022,tw,195,43882,32nainF4TXsMpuFOGCkzzM,['Jay Chou'],"['taiwan pop', 'zhongguo feng', 'mandopop', 'c-pop']",226773,FALSE,夜曲
3/28/2019,hk,144,21780,6IpW82WcVzck9qyH5Nar7O,['Jinny Ng'],['cantopop'],213990,FALSE,"暗中愛我 - 劇集 ""福爾摩師奶"" 主題曲"
7/9/2020,co,7,377831,17A6MT3U1YKYsYpn3tOEpA,['Greeicy'],"['latin pop', 'reggaeton', 'colombian pop', 'r&b en espanol', 'reggaeton colombiano']",176440,FALSE,Los Consejos
12/3/2020,nl,64,364369,5V2qdDVQDwR25MQHjEE4q3,"['Hef', 'Jonna Fraser']","['dutch pop', 'dutch hip hop', 'dutch rap pop']",170019,TRUE,Wat Ik Doe
9/3/2020,es,161,295259,2ukLSDzOij0FvcQkb61bda,"['FERNANDOCOSTA', 'Blasfem']","['urbano espanol', 'rap espanol', 'spanish hip hop']",178005,TRUE,Vida real
11/21/2019,dk,91,104721,4EkvLLDsWA8ptHUsivYMrK,['ATYPISK'],"['danish pop', 'danish hip hop']",131975,TRUE,Succes
7/13/2017,br,179,322755,3hjGB7hru53bL066kPSCro,['Henrique & Juliano'],"['sertanejo universitario', 'arrocha']",170360,FALSE,5 Km - Ao Vivo
9/19/2019,it,180,301330,2btYAyXQboOcJpxL4Je7ER,['MamboLosco'],['trap italiana'],180986,FALSE,Benzina
4/30/2020,dk,1,672968,5Zzhe6zsBBnqCEXmJtiDXM,"['TopGunn', 'Branco']","['danish pop', 'danish hip hop']",162065,FALSE,SPORT
3/31/2016,id,87,2326,0dYebrX5uGJ5waQ2DmKcga,['White Shoes & The Couples Company'],"['indonesian indie', 'indonesian indie pop', 'indonesian psychedelia']",233843,FALSE,Senandung Maaf
5/17/2018,bg,47,6011,7GTRMdjy7P5MMK8o9YvTfS,['MurdaBoyz'],[],230552,FALSE,Жега
1/13/2022,za,130,30203,3BmxwS8SAdpVMi4dqMK0xG,"['Amaarae', 'Kali Uchis', 'Moliy', 'Vigro Deep']","['pop', 'nigerian pop', 'afro r&b', 'colombian pop', 'ghanaian pop', 'amapiano', 'alternative r&b', 'ghanaian alternative']",336842,TRUE,SAD GIRLZ LUV MONEY (feat. Moliy & Kali Uchis) - Vigro Deep Amapiano Remix
11/29/2018,ph,146,181140,6aqH1me0AcXPwJEAflvNoT,"['Because', 'John Roa']","['pinoy hip hop', 'tagalog rap', 'pinoy trap', 'pinoy r&b', 'opm']",241558,FALSE,Unan
3/29/2018,ee,145,3446,1HkKnWx5V3Ak1mv5yZ4rXY,['NOËP'],"['estonian electronic', 'estonian pop']",195599,FALSE,TV
11/3/2016,global,196,2160487,3aWhZ1zeqy1kdjXiyMh22T,['Russ'],"['hawaiian hip hop', 'rap']",165853,TRUE,What They Want
11/11/2021,ru,36,273775,35Zuyyl5v2Do3Q5X0ygYQD,['Oxxxymiron'],"['russian hip hop', 'russian trap', 'russian grime']",163311,FALSE,Цунами
2/4/2021,ru,35,154992,5pDs6L02QkbwRLkDbOAzPt,"['LILDRUGHILL', 'ROCKET']","['russian hip hop', 'russian trap', 'russian drill']",161500,TRUE,Терминал
6/8/2017,be,148,25997,4SJV1vSExjyi70x0UV0ZBX,"['Double Pleasure', 'Lennis Rodriguez']",['dominican pop'],188934,FALSE,Tucan
3/15/2018,il,197,1885,1kDCnfqMVhc8lccmYwtkPS,['Eviatar Banai'],"['israeli rock', 'classic israeli pop']",267466,FALSE,Ad Machar
9/27/2018,fi,77,84745,5qdxwhZqmTrFxGkyhpwKjS,['Lauri Ylönen'],['finnish idol pop'],160815,FALSE,Taivaan kartta (Vain elämää kausi 9)
5/4/2017,cz,100,11909,6PjKz8ykMstLgFvtI0V0d8,['Renne Dang'],"['czech hip hop', 'czsk hip hop']",221538,TRUE,Píšu Ti
4/29/2021,za,17,63397,3rj4UYvUttaCsXNEuEqAyy,"['DJ Maphorisa', 'Tyler ICU', 'Sir Trill', 'Daliwonga', 'Kabza De Small']","['amapiano', 'south african pop', 'afro soul']",411428,FALSE,Banyana
8/26/2021,fi,93,53306,6zctLQjQkNI0agikPLbO9N,['Iron Maiden'],"['rock', 'metal', 'nwobhm', 'hard rock']",299946,FALSE,Stratego
6/23/2022,lv,194,7309,0wbsK7RR6Ccnt87tAZBvuc,['Ģildes Muzikanti'],[],213096,FALSE,Jāņuguns
1/27/2022,us,76,2224839,36uNbyvWCUwSk3AnpQmu2I,"['iann dior', 'Travis Barker', 'Machine Gun Kelly']","['pop rap', 'melodic rap', 'rap rock', 'rap', 'ohio hip hop', 'pop']",172600,FALSE,thought it was (feat. Machine Gun Kelly & Travis Barker)
9/16/2021,vn,106,40072,2fxGSbMxakUf8XUd00rmED,['buitruonglinh'],"['indie viet', 'v-pop']",213490,FALSE,Dù Cho Mai Về Sau - Acoustic Version
8/9/2018,br,197,421460,78ApH7dJHIZhiGJY0PdmKz,"['Lary', 'Negra Li']","['pop nacional', 'r&b brasileiro']",185853,FALSE,Se Joga
9/3/2020,eg,103,10461,1uv1aff3WQJRpRgauvB37F,['أوشا الصغير و عمر حفظي'],['mahraganat'],264123,FALSE,مع السلامة للي عايز يمشي
10/6/2016,is,165,3566,5DLn5se5UznXLpoJAb4RZL,['Skálmöld'],"['viking metal', 'folk metal', 'deep folk metal', 'icelandic metal', 'icelandic punk']",269306,FALSE,Útgarður
4/4/2019,it,153,343438,0ILoH9NjrtEXZVaVtcvc6l,['DANDY TURNER'],['pop virale italiano'],228067,FALSE,Troppi sguardi
12/2/2021,ru,1,1322312,7gPyGGhy2cVVVOq5V5jUt4,"['Даня Милохин', 'Mumiy Troll']","['classic russian rock', 'russian rock', 'russian viral rap', 'russian punk', 'russian viral pop']",200000,FALSE,Башня
3/25/2021,th,194,46270,6WfaFTqUabc64Jjp5e3e7v,['Nick Jonas'],"['dance pop', 'edm', 'post-teen pop', 'pop']",192319,FALSE,2Drunk
7/16/2015,pl,226,2021,6sangJ5n4UQbwpA0rbgYRV,"['Gromee', 'Wurld']",['polish pop'],226159,FALSE,Who Do You Love (feat. Wurld)
2/2/2023,nl,193,168915,2x7VFpoHN8eutpliLKFfuh,['Andre Hazes'],"['dutch rock', 'levenslied', 'nederpop', 'dutch pop']",168760,FALSE,Zeg Maar Niets Meer
11/5/2020,lv,4,27570,2hRDPQitd8dUeFE2WGr5NR,['ansis'],"['latvian pop', 'latvian hip hop']",292780,TRUE,Rokas
2/23/2023,mx,123,1396149,7uZ5C69LskNw0B4szvVWI5,['Christian Nodal'],"['musica mexicana', 'mariachi', 'nueva musica mexicana', 'ranchera']",235434,FALSE,Un Cumbión Dolido
5/21/2020,vn,200,17632,2Ti4hlta29bCeyrfqVSyQr,"['TaynguyenSound', 'Dick', 'Tofu', 'PC']","['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",237137,FALSE,Ghé Qua
12/23/2021,tr,166,286518,64QtVoYbaPweeAvl3tGcFc,"['Sakiler', 'Tuna Velibaşoğlu']",[],188898,FALSE,Ölürüm Hasretinle
7/30/2020,global,16,18329866,0EhpEsp4L0oRGM0vmeaN5e,"['J Balvin', 'Dua Lipa', 'Bad Bunny', 'Tainy']","['reggaeton flow', 'pop', 'trap latino', 'latin hip hop', 'pop reggaeton', 'reggaeton', 'latin pop', 'reggaeton colombiano', 'dance pop', 'uk pop']",232253,FALSE,UN DIA (ONE DAY) (Feat. Tainy)
2/23/2023,global,77,10262206,12cZWGf5ZgLcKubEW9mx5q,['NF'],"['hip hop', 'pop rap', 'rap']",264473,FALSE,HOPE
11/5/2020,ro,31,35070,7DgwREffbkQf1sVTfmIfkP,"['Oscar', 'Ian']",['romanian trap'],185544,TRUE,Venă
10/10/2019,br,181,598983,2MOq63fxuFLYQM3CsDcFs1,['GIULIA BE'],"['funk carioca', 'pop nacional']",150026,FALSE,menina solta
6/2/2022,tw,197,43073,3jN23yDKCydoDDs9WMEx2O,['WiFi歪歪'],[],229369,FALSE,就忘了吧 - 抒情版
10/17/2019,gb,188,348656,4KzOYxD4qIkUtZV9ZYakGu,"['YUNGBLUD', 'Dan Reynolds']","['british indie rock', 'modern rock', 'rock']",205320,TRUE,original me (feat. dan reynolds of imagine dragons)
12/1/2013,gb,44,112646,7kmCBgEI7nHsSxDrfaCNoP,['Robbie Williams'],"['dance pop', 'dance rock', 'europop']",271173,FALSE,Go Gentle
11/24/2022,fr,9,1431634,0MBUiPhMx69GRBu4PwfFjJ,['SCH'],"['pop urbaine', 'rap marseille', 'french hip hop']",148760,TRUE,Niobe
3/25/2021,fi,9,222526,5hvCBCSDWD0eWnBMOLJA4S,"['Keko Salata', 'Boyat', 'Samuli Heimo']","['finnish hip hop', 'finnish dance pop', 'finnish pop']",205289,FALSE,Kaipaan sua (feat. Boyat & Samuli Heimo)
1/23/2020,fi,177,46563,4l5Z1cyDADjB2RFHOJ4Wvl,"['Sexmane', 'Ege Zulu']",['finnish hip hop'],200000,FALSE,Marco de BIH
4/27/2017,pt,178,15491,0gsFBTqSvRZApm1UT4rwWq,"['Carlão', 'Bruno Ribeiro']","['portuguese pop', 'hip hop tuga']",211976,FALSE,Agulha No Palheiro
7/12/2018,is,27,22234,3unfovtrfQowje58eFkAQ0,['Huginn'],['icelandic pop'],196847,FALSE,Vinkona Þín
7/21/2022,ma,189,15730,7d8HCwqX3UhiqwdsJOhFv6,['Raste'],"['rap maroc', 'moroccan pop']",145732,FALSE,Hala Boi
2/16/2017,ch,142,19633,4b5YxFDUp0RccsIIilVENq,['Nemo (CH)'],"['swiss indie', 'mundart']",188600,FALSE,Ke Bock
4/12/2018,id,54,146058,7CLjWSm4xkX1M4MEZSGsUD,['Raisa'],"['indonesian singer-songwriter', 'indonesian r&b', 'indonesian pop']",210691,FALSE,Love You Longer - Acoustic
7/6/2017,cz,45,26474,66KTAb2oPU2DDej2G7ksAR,['Ektor'],"['czech hip hop', 'czsk hip hop']",189453,TRUE,Hledám Si Tu Pravou
9/1/2022,lt,13,36503,6BPJaRJ1TDuTtBJfN4iufq,['OG Version'],"['lithuanian pop', 'lithuanian trap', 'lithuanian hip hop']",156389,FALSE,DONCIC
3/18/2021,tr,111,263088,3lejZssKr24KTfrFRDkJ9o,['Ozbi'],['turkish hip hop'],183902,TRUE,Sana Sormam
4/27/2017,fi,13,313864,1PZNjZOmm3ZmaWkqvmJpaY,['Portion Boys'],['finnish dance pop'],221217,FALSE,Karjala Takas
6/4/2015,fr,264,4909,4sULPjhu6Sjs179EqbcudQ,['Bigflo & Oli'],"['rap conscient', 'francoton']",252773,FALSE,Miroir
11/24/2022,kz,157,15751,427IUwGMoSUmgZxHIqR8uQ,['Nuricko'],[],205432,FALSE,Не прощайся
9/24/2020,ru,119,86655,7yIjFED49bgYs1aBmwiTzM,"['INSTASAMKA', 'MONEYKEN']","['russian hip hop', 'russian emo rap', 'zhenskiy rep']",133639,TRUE,ВИТОН
11/10/2016,nl,114,153871,5FsTu7dr5CbzoHWOtesNwk,"['Bizzey', 'Josylvio']","['dutch pop', 'dutch hip hop']",202153,TRUE,Bij Mij
4/19/2018,no,186,78016,0VXQ5zANJy3eiPzIssfhpC,['Soppgirobygget'],"['norwegian pop', 'russelater']",171093,TRUE,Street Knowledge 2018
2/9/2023,tr,186,312766,4Ga1QLREwpAhk4XZNUrNcb,"['Doğu Swag', 'Semicenk']",['turkish trap pop'],134027,FALSE,Bir Anda Düşüverdim
10/20/2016,nl,13,717133,5CeKSGsjyGQ0ck2UeMDbBw,"['Jonna Fraser', 'Frenna']","['dutch hip hop', 'dutch rap pop', 'dutch pop']",226912,TRUE,Ik Kom Bij Je
2/23/2023,sa,52,30881,6xjRfN85FaVkJMcXkqPyhJ,['Tirakiss'],[],60000,FALSE,"nobody believes in you, you lost again and again and again"
8/4/2016,id,72,33366,6vAcoAjqhoJQaMJJZfBxEc,['Yura Yunita'],"['indonesian singer-songwriter', 'indonesian jazz', 'indonesian pop']",241500,FALSE,Intuisi
2/16/2023,in,71,1653901,2vPrBucKCfKmafHhSfJ2pt,"['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya', 'Charan']","['modern bollywood', 'filmi', 'indian instrumental', 'desi pop']",216270,FALSE,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")"
6/13/2019,global,177,4793780,3BBahK6YhmPosOymF45cMu,['Naomi Scott'],"['hollywood', 'vapor pop']",208800,FALSE,Speechless (Full)
6/1/2017,no,178,79273,0IYbYGGVKQGlcaIu9Bs1Iz,['Noah Cyrus'],"['pop', 'post-teen pop']",187636,FALSE,I'm Stuck
2/22/2018,fr,196,169186,178N9KIyxCaqL3cNXjXhqa,['La Fouine'],"['french hip hop', 'francoton', 'arabic hip hop', 'pop urbaine']",223880,TRUE,Comme en 96
2/21/2019,jp,27,152630,4cKEW1EDlagnqmExM6lVcm,['Aimyon'],"['j-acoustic', 'j-pop']",262720,FALSE,あした世界が終わるとしても
11/24/2022,pl,168,206698,2Pl9W5NvRHnzfUIJ5eeLHF,['Young Igi'],"['polish trap', 'polish hip hop']",178741,TRUE,Śmiechu Warte
5/2/2019,se,12,755592,1IHXQ1VBdCWaYkr9G8Y385,['De Vet Du'],"['fotbollslatar', 'swedish pop', 'swedish eurodance']",225000,FALSE,Höjer Våra Glas
8/15/2019,fi,93,67982,7I6p0xNYahHpUUXj785URX,['Slipknot'],"['rap metal', 'nu metal', 'alternative metal']",275839,TRUE,Birth Of The Cruel
1/18/2018,th,159,10183,7uylAOouR2pzyM3yaUQpRp,['THE TOYS'],['thai pop'],198400,FALSE,ขอโทษที่เป็นแบบนี้
12/5/2019,cz,116,30056,6tZFNh5L6enC07qFS70kug,['Mikolas Josef'],"['eurovision', 'czech pop']",151768,FALSE,Colorado
9/19/2019,th,181,42673,4TILvzzjPhULxjixzt7hQ3,['TRINITY'],['thai idol'],194628,FALSE,Haters Got Nothing
3/18/2021,co,99,100688,0ZIfCr76uPGFOSZO2ex7Id,"['Nath', 'Kevin Roldan']","['trap latino', 'reggaeton flow', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton colombiano']",164002,TRUE,La Práctica
11/10/2022,ng,70,50784,3RWzYGHO6hELVL4F07oIi3,['Seyi Vibez'],['nigerian pop'],163369,FALSE,Saro
2/2/2023,il,80,52680,7oLD7tckKSDBhTJh7NCMiS,['Idan Raichel'],"['israeli pop', 'classic israeli pop', 'israeli mediterranean', 'israeli singer-songwriter']",189160,FALSE,אין לך דאגות (Ein Lach De'agot)
1/30/2020,es,17,1285699,3ZwQCZ2LuYwuQ6R1p1CJ3w,['ROSALÍA'],['r&b en espanol'],170075,FALSE,Juro Que
7/5/2018,pl,175,62496,4MuoE4t1lp2Nkg7b2218Dr,['Florence + The Machine'],"['baroque pop', 'uk alternative pop', 'pop']",298360,TRUE,100 Years
